compound,A,B1,B2,X,nA,nB1,nB2,nX,rA (Ang),rB1 (Ang),rB2 (Ang),rB (Ang),rX (Ang),t,tau,t_pred,tau_pred,tau_prob
Cs2FrPaCl6,Cs,Fr,Pa,Cl,1,1,3,-1,1.88,1.8,1.04,1.42,1.81,0.81,4.99,-1,-1,0.21
Cs2FrPdCl6,Cs,Fr,Pd,Cl,1,1,3,-1,1.88,1.8,0.76,1.28,1.81,0.84,4.23,1,-1,0.51
Cs2FrPmCl6,Cs,Fr,Pm,Cl,1,1,3,-1,1.88,1.8,0.97,1.385,1.81,0.82,4.75,-1,-1,0.28
Cs2FrPrCl6,Cs,Fr,Pr,Cl,1,1,3,-1,1.88,1.8,0.99,1.395,1.81,0.81,4.81,-1,-1,0.26
Cs2FrPuCl6,Cs,Fr,Pu,Cl,1,1,3,-1,1.88,1.8,1.0,1.4,1.81,0.81,4.85,-1,-1,0.25
Cs2FrRhCl6,Cs,Fr,Rh,Cl,1,1,3,-1,1.88,1.8,0.66,1.2325,1.81,0.86,4.08,1,1,0.58
Cs2FrRuCl6,Cs,Fr,Ru,Cl,1,1,3,-1,1.88,1.8,0.68,1.24,1.81,0.86,4.1,1,1,0.57
Cs2FrSbCl6,Cs,Fr,Sb,Cl,1,1,3,-1,1.88,1.8,0.76,1.28,1.81,0.84,4.23,1,-1,0.51
Cs2FrScCl6,Cs,Fr,Sc,Cl,1,1,3,-1,1.88,1.8,0.74,1.2725,1.81,0.85,4.21,1,-1,0.52
Cs2FrSmCl6,Cs,Fr,Sm,Cl,1,1,3,-1,1.88,1.8,0.96,1.379,1.81,0.82,4.71,-1,-1,0.3
Cs2FrTaCl6,Cs,Fr,Ta,Cl,1,1,3,-1,1.88,1.8,0.72,1.26,1.81,0.85,4.17,1,1,0.54
Cs2FrTbCl6,Cs,Fr,Tb,Cl,1,1,3,-1,1.88,1.8,0.92,1.3615,1.81,0.82,4.61,-1,-1,0.34
Cs2FrTiCl6,Cs,Fr,Ti,Cl,1,1,3,-1,1.88,1.8,0.67,1.235,1.81,0.86,4.09,1,1,0.58
Cs2FrTlCl6,Cs,Fr,Tl,Cl,1,1,3,-1,1.88,1.8,0.88,1.3425,1.81,0.83,4.51,1,-1,0.38
Cs2FrTmCl6,Cs,Fr,Tm,Cl,1,1,3,-1,1.88,1.8,0.88,1.34,1.81,0.83,4.49,1,-1,0.39
Cs2FrUCl6,Cs,Fr,U,Cl,1,1,3,-1,1.88,1.8,1.02,1.4125,1.81,0.81,4.94,-1,-1,0.22
Cs2FrVCl6,Cs,Fr,V,Cl,1,1,3,-1,1.88,1.8,0.64,1.22,1.81,0.86,4.05,1,1,0.6
Cs2FrYCl6,Cs,Fr,Y,Cl,1,1,3,-1,1.88,1.8,0.9,1.35,1.81,0.83,4.55,1,-1,0.36
Cs2FrYbCl6,Cs,Fr,Yb,Cl,1,1,3,-1,1.88,1.8,0.87,1.334,1.81,0.83,4.46,1,-1,0.4
Cs2GaHgCl6,Cs,Ga,Hg,Cl,1,3,1,-1,1.88,0.62,1.19,0.905,1.81,0.96,3.84,1,1,0.69
Cs2GaKCl6,Cs,Ga,K,Cl,1,3,1,-1,1.88,0.62,1.38,1.0,1.81,0.93,3.79,1,1,0.71
Cs2GaLiCl6,Cs,Ga,Li,Cl,1,3,1,-1,1.88,0.62,0.76,0.69,1.81,1.04,4.34,1,-1,0.46
Cs2GaNaCl6,Cs,Ga,Na,Cl,1,3,1,-1,1.88,0.62,1.02,0.8200000000000001,1.81,0.99,3.97,1,1,0.63
Cs2GaPdCl6,Cs,Ga,Pd,Cl,1,3,1,-1,1.88,0.62,0.59,0.605,1.81,1.08,4.73,-1,-1,0.29
Cs2GaRbCl6,Cs,Ga,Rb,Cl,1,3,1,-1,1.88,0.62,1.52,1.07,1.81,0.91,3.81,1,1,0.7
Cs2GaTlCl6,Cs,Ga,Tl,Cl,1,3,1,-1,1.88,0.62,1.5,1.06,1.81,0.91,3.8,1,1,0.7
Cs2GdHgCl6,Cs,Gd,Hg,Cl,1,3,1,-1,1.88,0.94,1.19,1.064,1.81,0.91,3.81,1,1,0.7
Cs2GdKCl6,Cs,Gd,K,Cl,1,3,1,-1,1.88,0.94,1.38,1.1589999999999998,1.81,0.88,3.92,1,1,0.66
Cs2GdLiCl6,Cs,Gd,Li,Cl,1,3,1,-1,1.88,0.94,0.76,0.849,1.81,0.98,3.92,1,1,0.66
Cs2GdNaCl6,Cs,Gd,Na,Cl,1,3,1,-1,1.88,0.94,1.02,0.979,1.81,0.94,3.79,1,1,0.71
Cs2GdPdCl6,Cs,Gd,Pd,Cl,1,3,1,-1,1.88,0.94,0.59,0.764,1.81,1.01,4.1,1,1,0.57
Cs2GdRbCl6,Cs,Gd,Rb,Cl,1,3,1,-1,1.88,0.94,1.52,1.229,1.81,0.86,4.07,1,1,0.59
Cs2GdTlCl6,Cs,Gd,Tl,Cl,1,3,1,-1,1.88,0.94,1.5,1.2189999999999999,1.81,0.86,4.04,1,1,0.6
Cs2GeHgCl6,Cs,Ge,Hg,Cl,1,2,2,-1,1.88,0.73,1.02,0.875,1.81,0.97,3.88,1,1,0.67
Cs2GeMgCl6,Cs,Ge,Mg,Cl,1,2,2,-1,1.88,0.73,0.72,0.725,1.81,1.03,4.22,1,-1,0.52
Cs2GeMnCl6,Cs,Ge,Mn,Cl,1,2,2,-1,1.88,0.73,0.83,0.78,1.81,1.01,4.06,1,1,0.59
Cs2GeNdCl6,Cs,Ge,Nd,Cl,1,2,2,-1,1.88,0.73,1.29,1.01,1.81,0.93,3.79,1,1,0.71
Cs2GeNiCl6,Cs,Ge,Ni,Cl,1,2,2,-1,1.88,0.73,0.69,0.71,1.81,1.04,4.27,1,-1,0.49
Cs2GeNoCl6,Cs,Ge,No,Cl,1,2,2,-1,1.88,0.73,1.1,0.915,1.81,0.96,3.83,1,1,0.69
Cs2GeNpCl6,Cs,Ge,Np,Cl,1,2,2,-1,1.88,0.73,1.1,0.915,1.81,0.96,3.83,1,1,0.69
Cs2GePbCl6,Cs,Ge,Pb,Cl,1,2,2,-1,1.88,0.73,1.19,0.96,1.81,0.94,3.8,1,1,0.71
Cs2GePdCl6,Cs,Ge,Pd,Cl,1,2,2,-1,1.88,0.73,0.86,0.7949999999999999,1.81,1.0,4.02,1,1,0.61
Cs2GePtCl6,Cs,Ge,Pt,Cl,1,2,2,-1,1.88,0.73,0.8,0.765,1.81,1.01,4.1,1,1,0.57
Cs2GeRaCl6,Cs,Ge,Ra,Cl,1,2,2,-1,1.88,0.73,1.48,1.105,1.81,0.9,3.84,1,1,0.69
Cs2GeSmCl6,Cs,Ge,Sm,Cl,1,2,2,-1,1.88,0.73,1.22,0.975,1.81,0.94,3.79,1,1,0.71
Cs2GeSnCl6,Cs,Ge,Sn,Cl,1,2,2,-1,1.88,0.73,1.15,0.94,1.81,0.95,3.81,1,1,0.7
Cs2GeSrCl6,Cs,Ge,Sr,Cl,1,2,2,-1,1.88,0.73,1.18,0.955,1.81,0.94,3.8,1,1,0.71
Cs2GeTiCl6,Cs,Ge,Ti,Cl,1,2,2,-1,1.88,0.73,0.86,0.7949999999999999,1.81,1.0,4.02,1,1,0.61
Cs2GeTmCl6,Cs,Ge,Tm,Cl,1,2,2,-1,1.88,0.73,1.03,0.88,1.81,0.97,3.87,1,1,0.68
Cs2GeVCl6,Cs,Ge,V,Cl,1,2,2,-1,1.88,0.73,0.79,0.76,1.81,1.02,4.11,1,1,0.57
Cs2GeYbCl6,Cs,Ge,Yb,Cl,1,2,2,-1,1.88,0.73,1.02,0.875,1.81,0.97,3.88,1,1,0.67
Cs2GeZnCl6,Cs,Ge,Zn,Cl,1,2,2,-1,1.88,0.73,0.74,0.735,1.81,1.03,4.19,1,-1,0.53
Cs2HgHoCl6,Cs,Hg,Ho,Cl,1,1,3,-1,1.88,1.19,0.9,1.0455,1.81,0.91,3.8,1,1,0.71
Cs2HgInCl6,Cs,Hg,In,Cl,1,1,3,-1,1.88,1.19,0.8,0.995,1.81,0.93,3.79,1,1,0.71
Cs2HgIrCl6,Cs,Hg,Ir,Cl,1,1,3,-1,1.88,1.19,0.68,0.935,1.81,0.95,3.81,1,1,0.7
Cs2HgLaCl6,Cs,Hg,La,Cl,1,1,3,-1,1.88,1.19,1.03,1.111,1.81,0.89,3.85,1,1,0.69
Cs2HgLuCl6,Cs,Hg,Lu,Cl,1,1,3,-1,1.88,1.19,0.86,1.0255,1.81,0.92,3.79,1,1,0.71
Cs2HgMgCl6,Cs,Hg,Mg,Cl,1,2,2,-1,1.88,1.02,0.72,0.87,1.81,0.97,3.88,1,1,0.67
Cs2HgMnCl6,Cs,Hg,Mn,Cl,1,1,3,-1,1.88,1.19,0.64,0.9175,1.81,0.96,3.83,1,1,0.69
Cs2HgMoCl6,Cs,Hg,Mo,Cl,1,1,3,-1,1.88,1.19,0.69,0.94,1.81,0.95,3.81,1,1,0.7
Cs2HgNCl6,Cs,Hg,N,Cl,1,1,3,-1,1.88,1.19,0.16,0.6749999999999999,1.81,1.05,4.4,1,-1,0.43
Cs2HgNbCl6,Cs,Hg,Nb,Cl,1,1,3,-1,1.88,1.19,0.72,0.955,1.81,0.94,3.8,1,1,0.71
Cs2HgNdCl6,Cs,Hg,Nd,Cl,1,1,3,-1,1.88,1.19,0.98,1.0865,1.81,0.9,3.82,1,1,0.7
Cs2HgNiCl6,Cs,Hg,Ni,Cl,1,2,2,-1,1.88,1.02,0.69,0.855,1.81,0.98,3.91,1,1,0.66
Cs2HgNoCl6,Cs,Hg,No,Cl,1,2,2,-1,1.88,1.02,1.1,1.06,1.81,0.91,3.8,1,1,0.7
Cs2HgNpCl6,Cs,Hg,Np,Cl,1,1,3,-1,1.88,1.19,1.01,1.1,1.81,0.9,3.83,1,1,0.69
Cs2HgPCl6,Cs,Hg,P,Cl,1,1,3,-1,1.88,1.19,0.44,0.815,1.81,0.99,3.98,1,1,0.63
Cs2HgPaCl6,Cs,Hg,Pa,Cl,1,1,3,-1,1.88,1.19,1.04,1.115,1.81,0.89,3.85,1,1,0.69
Cs2HgPbCl6,Cs,Hg,Pb,Cl,1,2,2,-1,1.88,1.02,1.19,1.105,1.81,0.9,3.84,1,1,0.69
Cs2HgPdCl6,Cs,Hg,Pd,Cl,1,2,2,-1,1.88,1.02,0.86,0.94,1.81,0.95,3.81,1,1,0.7
Cs2HgPmCl6,Cs,Hg,Pm,Cl,1,1,3,-1,1.88,1.19,0.97,1.08,1.81,0.9,3.82,1,1,0.7
Cs2HgPrCl6,Cs,Hg,Pr,Cl,1,1,3,-1,1.88,1.19,0.99,1.0899999999999999,1.81,0.9,3.82,1,1,0.7
Cs2HgPtCl6,Cs,Hg,Pt,Cl,1,2,2,-1,1.88,1.02,0.8,0.91,1.81,0.96,3.84,1,1,0.69
Cs2HgPuCl6,Cs,Hg,Pu,Cl,1,1,3,-1,1.88,1.19,1.0,1.095,1.81,0.9,3.83,1,1,0.69
Cs2HgRaCl6,Cs,Hg,Ra,Cl,1,2,2,-1,1.88,1.02,1.48,1.25,1.81,0.85,4.13,1,1,0.56
Cs2HgRhCl6,Cs,Hg,Rh,Cl,1,1,3,-1,1.88,1.19,0.66,0.9275,1.81,0.95,3.82,1,1,0.7
Cs2HgRuCl6,Cs,Hg,Ru,Cl,1,1,3,-1,1.88,1.19,0.68,0.935,1.81,0.95,3.81,1,1,0.7
Cs2HgSbCl6,Cs,Hg,Sb,Cl,1,1,3,-1,1.88,1.19,0.76,0.975,1.81,0.94,3.79,1,1,0.71
Cs2HgScCl6,Cs,Hg,Sc,Cl,1,1,3,-1,1.88,1.19,0.74,0.9675,1.81,0.94,3.8,1,1,0.71
Cs2HgSmCl6,Cs,Hg,Sm,Cl,1,1,3,-1,1.88,1.19,0.96,1.0739999999999998,1.81,0.9,3.81,1,1,0.7
Cs2HgSnCl6,Cs,Hg,Sn,Cl,1,2,2,-1,1.88,1.02,1.15,1.085,1.81,0.9,3.82,1,1,0.7
Cs2HgSrCl6,Cs,Hg,Sr,Cl,1,2,2,-1,1.88,1.02,1.18,1.1,1.81,0.9,3.83,1,1,0.69
Cs2HgTaCl6,Cs,Hg,Ta,Cl,1,1,3,-1,1.88,1.19,0.72,0.955,1.81,0.94,3.8,1,1,0.71
Cs2HgTbCl6,Cs,Hg,Tb,Cl,1,1,3,-1,1.88,1.19,0.92,1.0565,1.81,0.91,3.8,1,1,0.71
Cs2HgTiCl6,Cs,Hg,Ti,Cl,1,1,3,-1,1.88,1.19,0.67,0.9299999999999999,1.81,0.95,3.82,1,1,0.7
Cs2HgTlCl6,Cs,Hg,Tl,Cl,1,1,3,-1,1.88,1.19,0.88,1.0375,1.81,0.92,3.79,1,1,0.71
Cs2HgTmCl6,Cs,Hg,Tm,Cl,1,1,3,-1,1.88,1.19,0.88,1.035,1.81,0.92,3.79,1,1,0.71
Cs2HgUCl6,Cs,Hg,U,Cl,1,1,3,-1,1.88,1.19,1.02,1.1075,1.81,0.89,3.84,1,1,0.69
Cs2HgVCl6,Cs,Hg,V,Cl,1,1,3,-1,1.88,1.19,0.64,0.915,1.81,0.96,3.83,1,1,0.69
Cs2HgYCl6,Cs,Hg,Y,Cl,1,1,3,-1,1.88,1.19,0.9,1.045,1.81,0.91,3.8,1,1,0.71
Cs2HgYbCl6,Cs,Hg,Yb,Cl,1,1,3,-1,1.88,1.19,0.87,1.029,1.81,0.92,3.79,1,1,0.71
Cs2HgZnCl6,Cs,Hg,Zn,Cl,1,2,2,-1,1.88,1.02,0.74,0.88,1.81,0.97,3.87,1,1,0.68
Cs2HoKCl6,Cs,Ho,K,Cl,1,3,1,-1,1.88,0.9,1.38,1.1404999999999998,1.81,0.88,3.89,1,1,0.67
Cs2HoLiCl6,Cs,Ho,Li,Cl,1,3,1,-1,1.88,0.9,0.76,0.8305,1.81,0.99,3.95,1,1,0.64
Cs2HoNaCl6,Cs,Ho,Na,Cl,1,3,1,-1,1.88,0.9,1.02,0.9605,1.81,0.94,3.8,1,1,0.71
Cs2HoPdCl6,Cs,Ho,Pd,Cl,1,3,1,-1,1.88,0.9,0.59,0.7455,1.81,1.02,4.15,1,1,0.55
Cs2HoRbCl6,Cs,Ho,Rb,Cl,1,3,1,-1,1.88,0.9,1.52,1.2105000000000001,1.81,0.86,4.02,1,1,0.61
Cs2HoTlCl6,Cs,Ho,Tl,Cl,1,3,1,-1,1.88,0.9,1.5,1.2005,1.81,0.87,4.0,1,1,0.62
Cs2InKCl6,Cs,In,K,Cl,1,3,1,-1,1.88,0.8,1.38,1.0899999999999999,1.81,0.9,3.82,1,1,0.7
Cs2InLiCl6,Cs,In,Li,Cl,1,3,1,-1,1.88,0.8,0.76,0.78,1.81,1.01,4.06,1,1,0.59
Cs2InNaCl6,Cs,In,Na,Cl,1,3,1,-1,1.88,0.8,1.02,0.91,1.81,0.96,3.84,1,1,0.69
Cs2InPdCl6,Cs,In,Pd,Cl,1,3,1,-1,1.88,0.8,0.59,0.6950000000000001,1.81,1.04,4.32,1,-1,0.47
Cs2InRbCl6,Cs,In,Rb,Cl,1,3,1,-1,1.88,0.8,1.52,1.1600000000000001,1.81,0.88,3.92,1,1,0.66
Cs2InTlCl6,Cs,In,Tl,Cl,1,3,1,-1,1.88,0.8,1.5,1.15,1.81,0.88,3.9,1,1,0.66
Cs2IrKCl6,Cs,Ir,K,Cl,1,3,1,-1,1.88,0.68,1.38,1.03,1.81,0.92,3.79,1,1,0.71
Cs2IrLiCl6,Cs,Ir,Li,Cl,1,3,1,-1,1.88,0.68,0.76,0.72,1.81,1.03,4.23,1,-1,0.51
Cs2IrNaCl6,Cs,Ir,Na,Cl,1,3,1,-1,1.88,0.68,1.02,0.8500000000000001,1.81,0.98,3.92,1,1,0.66
Cs2IrPdCl6,Cs,Ir,Pd,Cl,1,3,1,-1,1.88,0.68,0.59,0.635,1.81,1.07,4.58,-1,-1,0.35
Cs2IrRbCl6,Cs,Ir,Rb,Cl,1,3,1,-1,1.88,0.68,1.52,1.1,1.81,0.9,3.83,1,1,0.69
Cs2IrTlCl6,Cs,Ir,Tl,Cl,1,3,1,-1,1.88,0.68,1.5,1.09,1.81,0.9,3.82,1,1,0.7
Cs2KLaCl6,Cs,K,La,Cl,1,1,3,-1,1.88,1.38,1.03,1.206,1.81,0.87,4.01,1,1,0.61
Cs2KLuCl6,Cs,K,Lu,Cl,1,1,3,-1,1.88,1.38,0.86,1.1204999999999998,1.81,0.89,3.86,1,1,0.68
Cs2KMnCl6,Cs,K,Mn,Cl,1,1,3,-1,1.88,1.38,0.64,1.0125,1.81,0.92,3.79,1,1,0.71
Cs2KMoCl6,Cs,K,Mo,Cl,1,1,3,-1,1.88,1.38,0.69,1.035,1.81,0.92,3.79,1,1,0.71
Cs2KNCl6,Cs,K,N,Cl,1,1,3,-1,1.88,1.38,0.16,0.7699999999999999,1.81,1.01,4.09,1,1,0.58
Cs2KNbCl6,Cs,K,Nb,Cl,1,1,3,-1,1.88,1.38,0.72,1.0499999999999998,1.81,0.91,3.8,1,1,0.71
Cs2KNdCl6,Cs,K,Nd,Cl,1,1,3,-1,1.88,1.38,0.98,1.1815,1.81,0.87,3.96,1,1,0.64
Cs2KNiCl6,Cs,K,Ni,Cl,1,1,3,-1,1.88,1.38,0.6,0.99,1.81,0.93,3.79,1,1,0.71
Cs2KNpCl6,Cs,K,Np,Cl,1,1,3,-1,1.88,1.38,1.01,1.1949999999999998,1.81,0.87,3.99,1,1,0.63
Cs2KPCl6,Cs,K,P,Cl,1,1,3,-1,1.88,1.38,0.44,0.9099999999999999,1.81,0.96,3.84,1,1,0.69
Cs2KPaCl6,Cs,K,Pa,Cl,1,1,3,-1,1.88,1.38,1.04,1.21,1.81,0.86,4.02,1,1,0.61
Cs2KPdCl6,Cs,K,Pd,Cl,1,1,3,-1,1.88,1.38,0.76,1.0699999999999998,1.81,0.91,3.81,1,1,0.7
Cs2KPmCl6,Cs,K,Pm,Cl,1,1,3,-1,1.88,1.38,0.97,1.1749999999999998,1.81,0.87,3.94,1,1,0.64
Cs2KPrCl6,Cs,K,Pr,Cl,1,1,3,-1,1.88,1.38,0.99,1.185,1.81,0.87,3.96,1,1,0.64
Cs2KPuCl6,Cs,K,Pu,Cl,1,1,3,-1,1.88,1.38,1.0,1.19,1.81,0.87,3.98,1,1,0.63
Cs2KRhCl6,Cs,K,Rh,Cl,1,1,3,-1,1.88,1.38,0.66,1.0225,1.81,0.92,3.79,1,1,0.71
Cs2KRuCl6,Cs,K,Ru,Cl,1,1,3,-1,1.88,1.38,0.68,1.03,1.81,0.92,3.79,1,1,0.71
Cs2KSbCl6,Cs,K,Sb,Cl,1,1,3,-1,1.88,1.38,0.76,1.0699999999999998,1.81,0.91,3.81,1,1,0.7
Cs2KScCl6,Cs,K,Sc,Cl,1,1,3,-1,1.88,1.38,0.74,1.0625,1.81,0.91,3.8,1,1,0.7
Cs2KSmCl6,Cs,K,Sm,Cl,1,1,3,-1,1.88,1.38,0.96,1.169,1.81,0.88,3.93,1,1,0.65
Cs2KTaCl6,Cs,K,Ta,Cl,1,1,3,-1,1.88,1.38,0.72,1.0499999999999998,1.81,0.91,3.8,1,1,0.71
Cs2KTbCl6,Cs,K,Tb,Cl,1,1,3,-1,1.88,1.38,0.92,1.1515,1.81,0.88,3.9,1,1,0.66
Cs2KTiCl6,Cs,K,Ti,Cl,1,1,3,-1,1.88,1.38,0.67,1.025,1.81,0.92,3.79,1,1,0.71
Cs2KTlCl6,Cs,K,Tl,Cl,1,1,3,-1,1.88,1.38,0.88,1.1324999999999998,1.81,0.89,3.87,1,1,0.68
Cs2KTmCl6,Cs,K,Tm,Cl,1,1,3,-1,1.88,1.38,0.88,1.13,1.81,0.89,3.87,1,1,0.68
Cs2KUCl6,Cs,K,U,Cl,1,1,3,-1,1.88,1.38,1.02,1.2025,1.81,0.87,4.0,1,1,0.62
Cs2KVCl6,Cs,K,V,Cl,1,1,3,-1,1.88,1.38,0.64,1.01,1.81,0.93,3.79,1,1,0.71
Cs2KYCl6,Cs,K,Y,Cl,1,1,3,-1,1.88,1.38,0.9,1.14,1.81,0.88,3.88,1,1,0.67
Cs2KYbCl6,Cs,K,Yb,Cl,1,1,3,-1,1.88,1.38,0.87,1.1239999999999999,1.81,0.89,3.86,1,1,0.68
Cs2LaLiCl6,Cs,La,Li,Cl,1,3,1,-1,1.88,1.03,0.76,0.896,1.81,0.96,3.85,1,1,0.68
Cs2LaNaCl6,Cs,La,Na,Cl,1,3,1,-1,1.88,1.03,1.02,1.026,1.81,0.92,3.79,1,1,0.71
Cs2LaPdCl6,Cs,La,Pd,Cl,1,3,1,-1,1.88,1.03,0.59,0.8109999999999999,1.81,1.0,3.99,1,1,0.62
Cs2LaRbCl6,Cs,La,Rb,Cl,1,3,1,-1,1.88,1.03,1.52,1.276,1.81,0.85,4.22,1,-1,0.51
Cs2LaTlCl6,Cs,La,Tl,Cl,1,3,1,-1,1.88,1.03,1.5,1.266,1.81,0.85,4.19,1,-1,0.53
Cs2LiLuCl6,Cs,Li,Lu,Cl,1,1,3,-1,1.88,0.76,0.86,0.8105,1.81,1.0,3.99,1,1,0.62
Cs2LiMnCl6,Cs,Li,Mn,Cl,1,1,3,-1,1.88,0.76,0.64,0.7025,1.81,1.04,4.3,1,-1,0.48
Cs2LiMoCl6,Cs,Li,Mo,Cl,1,1,3,-1,1.88,0.76,0.69,0.725,1.81,1.03,4.22,1,-1,0.52
Cs2LiNCl6,Cs,Li,N,Cl,1,1,3,-1,1.88,0.76,0.16,0.46,1.81,1.15,5.84,-1,-1,0.07
Cs2LiNbCl6,Cs,Li,Nb,Cl,1,1,3,-1,1.88,0.76,0.72,0.74,1.81,1.02,4.17,1,1,0.54
Cs2LiNdCl6,Cs,Li,Nd,Cl,1,1,3,-1,1.88,0.76,0.98,0.8714999999999999,1.81,0.97,3.88,1,1,0.67
Cs2LiNiCl6,Cs,Li,Ni,Cl,1,1,3,-1,1.88,0.76,0.6,0.6799999999999999,1.81,1.05,4.38,1,-1,0.44
Cs2LiNpCl6,Cs,Li,Np,Cl,1,1,3,-1,1.88,0.76,1.01,0.885,1.81,0.97,3.86,1,1,0.68
Cs2LiPCl6,Cs,Li,P,Cl,1,1,3,-1,1.88,0.76,0.44,0.6,1.81,1.08,4.76,-1,-1,0.28
Cs2LiPaCl6,Cs,Li,Pa,Cl,1,1,3,-1,1.88,0.76,1.04,0.9,1.81,0.96,3.85,1,1,0.69
Cs2LiPdCl6,Cs,Li,Pd,Cl,1,1,3,-1,1.88,0.76,0.76,0.76,1.81,1.02,4.11,1,1,0.57
Cs2LiPmCl6,Cs,Li,Pm,Cl,1,1,3,-1,1.88,0.76,0.97,0.865,1.81,0.98,3.89,1,1,0.67
Cs2LiPrCl6,Cs,Li,Pr,Cl,1,1,3,-1,1.88,0.76,0.99,0.875,1.81,0.97,3.88,1,1,0.67
Cs2LiPuCl6,Cs,Li,Pu,Cl,1,1,3,-1,1.88,0.76,1.0,0.88,1.81,0.97,3.87,1,1,0.68
Cs2LiRhCl6,Cs,Li,Rh,Cl,1,1,3,-1,1.88,0.76,0.66,0.7125,1.81,1.03,4.26,1,-1,0.5
Cs2LiRuCl6,Cs,Li,Ru,Cl,1,1,3,-1,1.88,0.76,0.68,0.72,1.81,1.03,4.23,1,-1,0.51
Cs2LiSbCl6,Cs,Li,Sb,Cl,1,1,3,-1,1.88,0.76,0.76,0.76,1.81,1.02,4.11,1,1,0.57
Cs2LiScCl6,Cs,Li,Sc,Cl,1,1,3,-1,1.88,0.76,0.74,0.7525,1.81,1.02,4.13,1,1,0.56
Cs2LiSmCl6,Cs,Li,Sm,Cl,1,1,3,-1,1.88,0.76,0.96,0.859,1.81,0.98,3.9,1,1,0.66
Cs2LiTaCl6,Cs,Li,Ta,Cl,1,1,3,-1,1.88,0.76,0.72,0.74,1.81,1.02,4.17,1,1,0.54
Cs2LiTbCl6,Cs,Li,Tb,Cl,1,1,3,-1,1.88,0.76,0.92,0.8415,1.81,0.98,3.93,1,1,0.65
Cs2LiTiCl6,Cs,Li,Ti,Cl,1,1,3,-1,1.88,0.76,0.67,0.7150000000000001,1.81,1.03,4.25,1,-1,0.5
Cs2LiTlCl6,Cs,Li,Tl,Cl,1,1,3,-1,1.88,0.76,0.88,0.8225,1.81,0.99,3.97,1,1,0.63
Cs2LiTmCl6,Cs,Li,Tm,Cl,1,1,3,-1,1.88,0.76,0.88,0.8200000000000001,1.81,0.99,3.97,1,1,0.63
Cs2LiUCl6,Cs,Li,U,Cl,1,1,3,-1,1.88,0.76,1.02,0.8925,1.81,0.97,3.86,1,1,0.68
Cs2LiVCl6,Cs,Li,V,Cl,1,1,3,-1,1.88,0.76,0.64,0.7,1.81,1.04,4.3,1,-1,0.47
Cs2LiYCl6,Cs,Li,Y,Cl,1,1,3,-1,1.88,0.76,0.9,0.8300000000000001,1.81,0.99,3.95,1,1,0.64
Cs2LiYbCl6,Cs,Li,Yb,Cl,1,1,3,-1,1.88,0.76,0.87,0.8140000000000001,1.81,0.99,3.98,1,1,0.63
Cs2LuNaCl6,Cs,Lu,Na,Cl,1,3,1,-1,1.88,0.86,1.02,0.9405,1.81,0.95,3.81,1,1,0.7
Cs2LuPdCl6,Cs,Lu,Pd,Cl,1,3,1,-1,1.88,0.86,0.59,0.7255,1.81,1.03,4.22,1,-1,0.52
Cs2LuRbCl6,Cs,Lu,Rb,Cl,1,3,1,-1,1.88,0.86,1.52,1.1905000000000001,1.81,0.87,3.98,1,1,0.63
Cs2LuTlCl6,Cs,Lu,Tl,Cl,1,3,1,-1,1.88,0.86,1.5,1.1804999999999999,1.81,0.87,3.96,1,1,0.64
Cs2MgMnCl6,Cs,Mg,Mn,Cl,1,2,2,-1,1.88,0.72,0.83,0.7749999999999999,1.81,1.01,4.07,1,1,0.59
Cs2MgNdCl6,Cs,Mg,Nd,Cl,1,2,2,-1,1.88,0.72,1.29,1.005,1.81,0.93,3.79,1,1,0.71
Cs2MgNiCl6,Cs,Mg,Ni,Cl,1,2,2,-1,1.88,0.72,0.69,0.705,1.81,1.04,4.29,1,-1,0.48
Cs2MgNoCl6,Cs,Mg,No,Cl,1,2,2,-1,1.88,0.72,1.1,0.91,1.81,0.96,3.84,1,1,0.69
Cs2MgNpCl6,Cs,Mg,Np,Cl,1,2,2,-1,1.88,0.72,1.1,0.91,1.81,0.96,3.84,1,1,0.69
Cs2MgPbCl6,Cs,Mg,Pb,Cl,1,2,2,-1,1.88,0.72,1.19,0.955,1.81,0.94,3.8,1,1,0.71
Cs2MgPdCl6,Cs,Mg,Pd,Cl,1,2,2,-1,1.88,0.72,0.86,0.79,1.81,1.0,4.04,1,1,0.6
Cs2MgPtCl6,Cs,Mg,Pt,Cl,1,2,2,-1,1.88,0.72,0.8,0.76,1.81,1.02,4.11,1,1,0.57
Cs2MgRaCl6,Cs,Mg,Ra,Cl,1,2,2,-1,1.88,0.72,1.48,1.1,1.81,0.9,3.83,1,1,0.69
Cs2MgSmCl6,Cs,Mg,Sm,Cl,1,2,2,-1,1.88,0.72,1.22,0.97,1.81,0.94,3.79,1,1,0.71
Cs2MgSnCl6,Cs,Mg,Sn,Cl,1,2,2,-1,1.88,0.72,1.15,0.9349999999999999,1.81,0.95,3.81,1,1,0.7
Cs2MgSrCl6,Cs,Mg,Sr,Cl,1,2,2,-1,1.88,0.72,1.18,0.95,1.81,0.95,3.8,1,1,0.7
Cs2MgTiCl6,Cs,Mg,Ti,Cl,1,2,2,-1,1.88,0.72,0.86,0.79,1.81,1.0,4.04,1,1,0.6
Cs2MgTmCl6,Cs,Mg,Tm,Cl,1,2,2,-1,1.88,0.72,1.03,0.875,1.81,0.97,3.88,1,1,0.67
